case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,occupied_fraction,active_space_imbalance,n_qubits,trotter_steps,evolution_time,coefficient_tolerance,numerical_error_floor,jw_signed_one_minus_overlap,jw_magnitude_one_minus_overlap,fermionic_aware_one_minus_overlap,fermionic_to_jw_signed_ratio,fermionic_to_jw_magnitude_ratio,fermionic_advantage_factor,log10_fermionic_advantage,fermionic_available,valid_comparison,outcome,exclusion_reason,jw_signed_source_csv,jw_magnitude_source_csv,fermionic_aware_source_csv,global_advantage_rank,structure_status,structure_source,structure_unavailable_reason,number_of_fermionic_parents,number_of_one_body_parents,number_of_two_body_parents,one_body_coefficient_mass,two_body_coefficient_mass,total_nonconstant_parent_coefficient_mass,two_body_coefficient_mass_fraction,two_body_parent_fraction,two_body_excitation_rank0_weighted_fraction,two_body_excitation_rank1_weighted_fraction,two_body_excitation_rank2_weighted_fraction,two_body_support2_weighted_fraction,two_body_support3_weighted_fraction,two_body_support4_weighted_fraction,log10_fermionic_error,log10_jw_magnitude_error,log10_jw_magnitude_to_fermionic_advantage
Li-H_1.81_hgbs-5_as-004-006,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-006.tensors.npz,Li-H,1.81,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,4.661488972601544e-10,4.990103885660344e-10,4.03675204374565e-10,0.8659791039884766,0.8089515040650226,1.2361680458902031,0.0920775131816121,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,45.0,success,active_tensor,,165.0,16.0,149.0,15.48470348089832,8.260514488023862,23.745217968922184,0.3478811817535324,0.9030303030303031,0.9649300359989746,0.03333100442077971,0.0017389595802456347,0.9367519894841417,0.051195139353987354,0.012052871161870777,-9.393967926175577,-9.301890412993965,0.09207751318161207
Li-H_1.81_hgbs-5_as-004-008,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-008.tensors.npz,Li-H,1.81,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,5.60767987600741e-10,6.200369107034476e-10,9.201023276617091e-10,1.6407896813054337,1.483947667918398,0.6738782112193661,-0.1714185856229207,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,184.0,success,active_tensor,,354.0,24.0,330.0,16.690045063550823,10.800761978750232,27.490807042301057,0.3928863187657869,0.9322033898305084,0.9549985204222755,0.04198117608767199,0.003020303490053005,0.8809183227863052,0.09821633156879726,0.020865345644896876,-9.036163870624494,-9.207582456247414,-0.17141858562292075
Li-H_1.81_hgbs-5_as-004-010,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-010.tensors.npz,Li-H,1.81,hgbs-5,4,10,0.2857142857142857,0.4285714285714285,14,100,1.0,1e-12,1e-12,2.4579904778221357e-10,1.3072471993780255e-09,1.3327076109348464e-09,5.421939681864315,1.0194763557871342,0.9808957258532038,-0.008377157852999,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,132.0,success,active_tensor,,757.0,30.0,727.0,18.140660206372683,14.683029834066199,32.82369004043888,0.4473302610394097,0.9603698811096433,0.957338363622952,0.03930830253349924,0.003353333843550256,0.8427032139284208,0.11832796766037065,0.038968818411209145,-8.875265122068695,-8.883642279921693,-0.008377157852998968
Li-H_1.81_hgbs-5_as-004-012,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-012.tensors.npz,Li-H,1.81,hgbs-5,4,12,0.25,0.5,16,100,1.0,1e-12,1e-12,3.9215308778040015e-10,1.706635166520698e-09,1.783667880062012e-09,4.548396877754126,1.0451371886929763,0.956812187738316,-0.0191733013387473,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,140.0,success,active_tensor,,1232.0,36.0,1196.0,19.591275349194618,19.283955324535402,38.875230673730016,0.4960473543264801,0.9707792207792207,0.9602387644612219,0.03634634364917615,0.00341489188960381,0.8122456653789351,0.13400265420026194,0.05375168042080446,-8.748686008303029,-8.767859309641775,-0.019173301338747357
Li-H_1.81_hgbs-5_as-004-014,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-014.tensors.npz,Li-H,1.81,hgbs-5,4,14,0.2222222222222222,0.5555555555555556,18,100,1.0,1e-12,1e-12,6.1708648191327606e-09,4.197696967800368e-09,6.94664092915076e-09,1.1257159462661872,1.6548695588168822,0.6042772342219715,-0.2187637672243484,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,187.0,success,active_tensor,,1963.0,46.0,1917.0,21.295368496464285,25.145300246133253,46.44066874259754,0.5414500033473638,0.9765664798777381,0.9457111351772454,0.04924291358521166,0.005045951237543739,0.7699695435450358,0.15504855845630847,0.07498189799865487,-8.158225149163458,-8.376988916387807,-0.21876376722434845
Li-H_1.81_hgbs-5_as-004-016,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-016.tensors.npz,Li-H,1.81,hgbs-5,4,16,0.2,0.6,20,100,1.0,1e-12,1e-12,2.908461582684651e-09,1.9565392528342332e-08,1.1573399016917564e-08,3.979216739811552,0.5915239880903179,1.6905485155866802,0.2280276387215707,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,26.0,success,active_tensor,,3022.0,58.0,2964.0,23.526392379260255,33.969028562485875,57.49542094174613,0.5908127639747695,0.9808074123097287,0.9393435664235926,0.0553139813615034,0.0053424522149043896,0.7211916615985359,0.1804856592340048,0.098322679167461,-7.936539073416484,-7.7085114346949135,0.2280276387215707
Li-Li_2.66_hgbs-5_as-006-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-002.tensors.npz,Li-Li,2.66,hgbs-5,6,2,0.75,0.5,8,100,1.0,1e-12,1e-12,2.2121059650714873e-08,2.1449464426837034e-10,1.3742829096941023e-10,0.0062125546035932,0.6407073306569994,1.5607750249627577,0.1933403069966355,True,True,fermionic_win,,analysis/hgbs5_li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,30.0,success,active_tensor,,110.0,12.0,98.0,25.093632783516366,10.762476427025634,35.856109210542,0.30015739755336796,0.8909090909090909,0.9483172816182531,0.05015551472314991,0.001527203658597014,0.7598582649641631,0.0354596164329093,0.20468211860292776,-9.861923854269513,-9.668583547272878,0.1933403069966355
Li-Li_2.66_hgbs-5_as-006-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-004.tensors.npz,Li-Li,2.66,hgbs-5,6,4,0.6,0.2,10,100,1.0,1e-12,1e-12,7.1432050274822245e-09,2.9565405679221607e-10,2.1352131174268152e-10,0.0298915278115629,0.722199837402343,1.3846583012215392,0.1413426136871944,True,True,fermionic_win,,analysis/hgbs5_li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,36.0,success,active_tensor,,153.0,14.0,139.0,26.3188155381584,12.465021824671389,38.783837362829786,0.3213973312660855,0.9084967320261438,0.954568438062411,0.04340407531901462,0.002027486618574512,0.790276063767262,0.030735648343856982,0.17898828788888113,-9.670558771176063,-9.52921615748887,0.1413426136871944
Li-Li_2.66_hgbs-5_as-006-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-006.tensors.npz,Li-Li,2.66,hgbs-5,6,6,0.5,0.0,12,100,1.0,1e-12,1e-12,1.1426153467830602e-08,3.7284275666849e-10,2.8558178044590927e-10,0.0249936937439131,0.7659577002318751,1.305555123601831,0.115795213478528,True,True,fermionic_win,,analysis/hgbs5_li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,38.0,success,active_tensor,,202.0,16.0,186.0,27.543998292800385,14.478812470482147,42.022810763282536,0.34454650242322726,0.9207920792079208,0.9601917087420799,0.03745251542380812,0.002355775834112106,0.8167403049392824,0.026563488519292907,0.1566962065414251,-9.544269503143079,-9.428474289664551,0.11579521347852796
Li-Li_2.66_hgbs-5_as-006-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-008.tensors.npz,Li-Li,2.66,hgbs-5,6,8,0.4285714285714285,0.1428571428571428,14,100,1.0,1e-12,1e-12,2.6034380318229463e-08,3.7511760364594693e-10,2.909380514282134e-10,0.011175147934076,0.7755915707512728,1.289338406593763,0.1103669195470475,True,True,fermionic_win,,analysis/hgbs5_li2_screen_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,39.0,success,active_tensor,,409.0,18.0,391.0,28.39054794631419,16.51055703142932,44.901104977743515,0.3677093701728107,0.9559902200488998,0.959452261793799,0.03841396693999311,0.0021337712662073227,0.8235334633192645,0.023808760932828587,0.15265777574790665,-9.536199474199561,-9.425832554652514,0.11036691954704758
Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,5.0253233685459975e-08,3.773157342124023e-10,2.9274105362020464e-10,0.0058253177388046,0.7758516994560635,1.2889061153066794,0.1102212842353307,True,True,fermionic_win,,analysis/hgbs5_li2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,40.0,success,active_tensor,,656.0,20.0,636.0,29.237097599828186,18.901677427243825,48.138775027072015,0.39264973852396545,0.9695121951219512,0.9596567708162741,0.03842008410938993,0.001923145074335396,0.825861845436742,0.02212653029489724,0.1520116242683616,-9.533516368408451,-9.42329508417312,0.11022128423533077
Li-Li_2.66_hgbs-5_as-006-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-012.tensors.npz,Li-Li,2.66,hgbs-5,6,12,0.3333333333333333,0.3333333333333333,18,100,1.0,1e-12,1e-12,9.235755560332849e-08,3.8791436729468377e-10,3.1045033210830287e-10,0.0033613961530302,0.8003063518203377,1.2495215085141445,0.0967437362116572,True,True,fermionic_win,,analysis/hgbs5_li2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,43.0,success,active_tensor,,1027.0,26.0,1001.0,30.280769561556877,22.094649784802687,52.375419346359564,0.42185151089083184,0.9746835443037974,0.9582797104350914,0.03991325721761783,0.0018070323472898571,0.82241474785538,0.02201606733718169,0.1555691848074374,-9.508007871225548,-9.41126413501389,0.09674373621165729
Li-Li_2.66_hgbs-5_as-006-014,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-014.tensors.npz,Li-Li,2.66,hgbs-5,6,14,0.3,0.4,20,100,1.0,1e-12,1e-12,1.6884398079675125e-07,1.8661695522226296e-09,1.6722064843932571e-09,0.0099038560717554,0.8960635342065462,1.1159922949944483,0.0476611961670209,True,True,fermionic_win,,analysis/hgbs5_li2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,52.0,success,active_tensor,,1580.0,32.0,1548.0,32.24419639724478,27.2780999933984,59.52229639064318,0.4582837297535194,0.979746835443038,0.9370460282835779,0.05987913841018793,0.0030748333062339006,0.7808420973700374,0.054754850827741945,0.16440305180221979,-8.776710096815773,-8.72904890064875,0.047661196167020935
N-N_1.42_hgbs-5_as-002-002,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-002-002.tensors.npz,N-N,1.42,hgbs-5,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,6.055496326595744e-08,6.057374257739667e-08,6.057374302148588e-08,1.0003101274365565,1.0000000073313815,0.9999999926686186,-3.183978494451315e-09,True,True,tie,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,103.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-002-002.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-002-004,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-002-004.tensors.npz,N-N,1.42,hgbs-5,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,4.6228817995874756e-08,8.495338377212391e-08,6.061460344763958e-08,1.3111865298621423,0.7135042861886484,1.401533276473693,0.146603413632043,True,True,fermionic_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,35.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-002-004.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-004-004,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-004.tensors.npz,N-N,1.42,hgbs-5,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,2.496586136713219e-07,2.5031914041573344e-07,2.519274884260625e-07,1.0090879089704774,1.0064251898902252,0.9936158296167784,-0.0027814982258126,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,121.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-004.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-004-006,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-006.tensors.npz,N-N,1.42,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,2.496599370571673e-07,2.5026165706432124e-07,2.519018177382648e-07,1.0089797374281326,1.0065537833209584,0.99348888908913,-0.0028369855589598,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,122.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-006.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-004-008,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-008.tensors.npz,N-N,1.42,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,2.744748990313184e-07,3.654850725398618e-07,2.512601595672237e-07,0.9154212660391732,0.687470374155486,1.4546081367192545,0.1627460125784578,True,True,fermionic_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,33.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-008.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-006-008,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-006-008.tensors.npz,N-N,1.42,hgbs-5,6,8,0.4285714285714285,0.1428571428571428,14,100,1.0,1e-12,1e-12,2.51984572874342e-07,2.475234359700096e-07,2.512249202002437e-07,0.996985320706609,1.0149540758261073,0.9852662537327754,-0.0064463919373862,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,128.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-006-008.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-006-010,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-006-010.tensors.npz,N-N,1.42,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,2.515887348453205e-07,2.455663626887983e-07,2.504607379272273e-07,0.995516504668674,1.019930967681561,0.9804585130630292,-0.0085707782623753,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,133.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-006-010.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-008-010,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-008-010.tensors.npz,N-N,1.42,hgbs-5,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,3.5855359181713453e-07,3.289585462917799e-07,3.406039638109704e-07,0.9499387862350056,1.0354008663111651,0.9658095067688246,-0.0151085240165163,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,138.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-008-010.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
N-N_1.42_hgbs-5_as-008-012,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-008-012.tensors.npz,N-N,1.42,hgbs-5,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,3.714248050235014e-07,3.367508039087142e-07,3.345358510209451e-07,0.9006825782671617,0.993422575797712,1.0066209731513365,0.0028659747686547,True,True,fermionic_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,73.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-008-012.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5.pickle),,,,,,,,,,,,,,,,,
NH3_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/NH3/s-1.00/hgbs-5/NH3_s-1.00_hgbs-5_as-004-008.tensors.npz,NH3,s-1.00,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,6.612552727602861e-10,7.697263937345156e-10,1.8383616851025408e-10,0.278010892439261,0.2388331360424423,4.1870236960012654,0.621905418740161,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,16.0,success,active_tensor,,814.0,42.0,772.0,11.80404909021895,8.98781208134545,20.7918611715644,0.4322754950690736,0.9484029484029484,0.9725828292037024,0.026644141815078112,0.000773028981219332,0.9070724844930051,0.07569787632111485,0.017229639185878443,-9.735569040071121,-9.113663621330959,0.621905418740161
NH3_s-1.00_hgbs-5_as-006-008,hamiltonian_generator/polyatomic_library/NH3/s-1.00/hgbs-5/NH3_s-1.00_hgbs-5_as-006-008.tensors.npz,NH3,s-1.00,hgbs-5,6,8,0.4285714285714285,0.1428571428571428,14,100,1.0,1e-12,1e-12,1.7105290517349654e-09,1.3024139544626223e-09,2.9263058642925444e-10,0.171076069203527,0.2246832394774165,4.450710263595396,0.6484293231036042,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,15.0,success,active_tensor,,1503.0,32.0,1471.0,24.12629261875021,15.789262426306525,39.915555045056735,0.39556665085788195,0.978709248170326,0.9569709838790516,0.041794981797497,0.0012340343234524445,0.8972541656002238,0.07837049569343632,0.024375338706340625,-9.533680282369252,-8.885250959265647,0.6484293231036042
NH3_s-1.00_hgbs-5_as-006-010,hamiltonian_generator/polyatomic_library/NH3/s-1.00/hgbs-5/NH3_s-1.00_hgbs-5_as-006-010.tensors.npz,NH3,s-1.00,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,8.911111515352843e-09,2.9655867761491095e-09,6.537134167317047e-10,0.0733593576520089,0.2204330765126247,4.536524263148537,0.6567232380003242,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,14.0,success,active_tensor,,2628.0,42.0,2586.0,26.30321321988112,20.04794789639278,46.3511611162739,0.4325231000384571,0.9840182648401826,0.9438984323278935,0.05373346340139766,0.0023681042707096554,0.8494861993677417,0.11928830343435375,0.031225497197906547,-9.184612601537447,-8.527889363537124,0.6567232380003242
NH3_s-1.00_hgbs-5_as-008-010,hamiltonian_generator/polyatomic_library/NH3/s-1.00/hgbs-5/NH3_s-1.00_hgbs-5_as-008-010.tensors.npz,NH3,s-1.00,hgbs-5,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,2.504173519657371e-07,2.6164186528454536e-07,5.870060548751611e-09,0.02344110942262,0.0224354789030711,44.572260049376986,1.6490646556721875,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,9.0,success,active_tensor,,3915.0,48.0,3867.0,45.038907557003526,31.28323184964401,76.32213940664754,0.4098841056192837,0.9877394636015325,0.9410286357768607,0.05713370307491903,0.0018376611482197654,0.8268474210296499,0.11372867276728191,0.05942390620306605,-8.231357419049985,-6.582292763377797,1.6490646556721877
NH3_s-1.00_hgbs-5_as-008-012,hamiltonian_generator/polyatomic_library/NH3/s-1.00/hgbs-5/NH3_s-1.00_hgbs-5_as-008-012.tensors.npz,NH3,s-1.00,hgbs-5,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,9.524646780167956e-07,9.938340780335508e-07,1.1001357380635568e-08,0.0115504098309896,0.0110696117428408,90.337405071749,1.95586761136146,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,7.0,success,active_tensor,,5544.0,56.0,5488.0,48.3250283633691,37.690792109248754,86.01582047261786,0.43818441656610346,0.98989898989899,0.9242699562611515,0.071848408219598,0.003881635519251006,0.7932374208835328,0.13729917618073126,0.06946340293573508,-7.958553726973498,-6.002686115612038,1.9558676113614601
O-O_1.26_hgbs-5_as-004-006,hamiltonian_generator/o2_active_space_library/O-O/1.26/hgbs-5/O-O_1.26_hgbs-5_as-004-006.tensors.npz,O-O,1.26,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,1.4329359920850488e-10,3.1298785785338623e-10,2.0143342549516774e-10,1.405739171936523,0.6435822363100289,1.5538029851996664,0.1913959514887929,True,True,fermionic_win,,analysis/o2_fermionic_ordering_study/o2_deterministic_ordering_results.csv,analysis/o2_fermionic_ordering_study/o2_deterministic_ordering_results.csv,analysis/o2_fermionic_ordering_study/o2_deterministic_ordering_results.csv,31.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/o2_active_space_library/O-O/1.26/hgbs-5/O-O_1.26_hgbs-5_as-004-006.tensors.npz) and full molecular pickle (hamiltonian_generator/o2_active_space_library/O-O/1.26/hgbs-5/O-O_1.26_hgbs-5.pickle),,,,,,,,,,,,,,,,,
